Genre	Path
blues	../root/dataset/genres/blues/blues.00013.au
blues	../root/dataset/genres/blues/blues.00041.au
blues	../root/dataset/genres/blues/blues.00071.au
blues	../root/dataset/genres/blues/blues.00033.au
blues	../root/dataset/genres/blues/blues.00089.au
blues	../root/dataset/genres/blues/blues.00019.au
blues	../root/dataset/genres/blues/blues.00069.au
blues	../root/dataset/genres/blues/blues.00048.au
blues	../root/dataset/genres/blues/blues.00067.au
blues	../root/dataset/genres/blues/blues.00003.au
blues	../root/dataset/genres/blues/blues.00026.au
blues	../root/dataset/genres/blues/blues.00080.au
blues	../root/dataset/genres/blues/blues.00078.au
blues	../root/dataset/genres/blues/blues.00057.au
blues	../root/dataset/genres/blues/blues.00043.au
blues	../root/dataset/genres/blues/blues.00093.au
blues	../root/dataset/genres/blues/blues.00085.au
blues	../root/dataset/genres/blues/blues.00049.au
blues	../root/dataset/genres/blues/blues.00077.au
blues	../root/dataset/genres/blues/blues.00022.au
blues	../root/dataset/genres/blues/blues.00092.au
blues	../root/dataset/genres/blues/blues.00018.au
blues	../root/dataset/genres/blues/blues.00005.au
blues	../root/dataset/genres/blues/blues.00065.au
blues	../root/dataset/genres/blues/blues.00056.au
blues	../root/dataset/genres/blues/blues.00053.au
blues	../root/dataset/genres/blues/blues.00038.au
blues	../root/dataset/genres/blues/blues.00007.au
blues	../root/dataset/genres/blues/blues.00040.au
blues	../root/dataset/genres/blues/blues.00070.au
blues	../root/dataset/genres/blues/blues.00037.au
blues	../root/dataset/genres/blues/blues.00052.au
blues	../root/dataset/genres/blues/blues.00023.au
blues	../root/dataset/genres/blues/blues.00042.au
blues	../root/dataset/genres/blues/blues.00029.au
blues	../root/dataset/genres/blues/blues.00073.au
blues	../root/dataset/genres/blues/blues.00064.au
blues	../root/dataset/genres/blues/blues.00079.au
blues	../root/dataset/genres/blues/blues.00082.au
blues	../root/dataset/genres/blues/blues.00031.au
blues	../root/dataset/genres/blues/blues.00008.au
blues	../root/dataset/genres/blues/blues.00016.au
blues	../root/dataset/genres/blues/blues.00091.au
blues	../root/dataset/genres/blues/blues.00020.au
blues	../root/dataset/genres/blues/blues.00025.au
blues	../root/dataset/genres/blues/blues.00072.au
blues	../root/dataset/genres/blues/blues.00009.au
blues	../root/dataset/genres/blues/blues.00012.au
blues	../root/dataset/genres/blues/blues.00088.au
blues	../root/dataset/genres/blues/blues.00002.au
blues	../root/dataset/genres/blues/blues.00001.au
blues	../root/dataset/genres/blues/blues.00083.au
blues	../root/dataset/genres/blues/blues.00027.au
blues	../root/dataset/genres/blues/blues.00054.au
blues	../root/dataset/genres/blues/blues.00036.au
blues	../root/dataset/genres/blues/blues.00017.au
blues	../root/dataset/genres/blues/blues.00099.au
blues	../root/dataset/genres/blues/blues.00076.au
blues	../root/dataset/genres/blues/blues.00074.au
blues	../root/dataset/genres/blues/blues.00096.au
blues	../root/dataset/genres/blues/blues.00051.au
blues	../root/dataset/genres/blues/blues.00059.au
blues	../root/dataset/genres/blues/blues.00090.au
blues	../root/dataset/genres/blues/blues.00066.au
blues	../root/dataset/genres/blues/blues.00095.au
blues	../root/dataset/genres/blues/blues.00055.au
blues	../root/dataset/genres/blues/blues.00032.au
blues	../root/dataset/genres/blues/blues.00035.au
blues	../root/dataset/genres/blues/blues.00028.au
blues	../root/dataset/genres/blues/blues.00075.au
blues	../root/dataset/genres/blues/blues.00058.au
blues	../root/dataset/genres/blues/blues.00060.au
blues	../root/dataset/genres/blues/blues.00050.au
blues	../root/dataset/genres/blues/blues.00004.au
blues	../root/dataset/genres/blues/blues.00046.au
blues	../root/dataset/genres/blues/blues.00030.au
blues	../root/dataset/genres/blues/blues.00047.au
blues	../root/dataset/genres/blues/blues.00081.au
blues	../root/dataset/genres/blues/blues.00021.au
blues	../root/dataset/genres/blues/blues.00039.au
blues	../root/dataset/genres/blues/blues.00010.au
blues	../root/dataset/genres/blues/blues.00006.au
blues	../root/dataset/genres/blues/blues.00045.au
blues	../root/dataset/genres/blues/blues.00011.au
blues	../root/dataset/genres/blues/blues.00068.au
blues	../root/dataset/genres/blues/blues.00098.au
blues	../root/dataset/genres/blues/blues.00061.au
blues	../root/dataset/genres/blues/blues.00084.au
blues	../root/dataset/genres/blues/blues.00014.au
blues	../root/dataset/genres/blues/blues.00097.au
blues	../root/dataset/genres/blues/blues.00015.au
blues	../root/dataset/genres/blues/blues.00044.au
blues	../root/dataset/genres/blues/blues.00034.au
blues	../root/dataset/genres/blues/blues.00087.au
blues	../root/dataset/genres/blues/blues.00062.au
blues	../root/dataset/genres/blues/blues.00000.au
blues	../root/dataset/genres/blues/blues.00086.au
blues	../root/dataset/genres/blues/blues.00063.au
blues	../root/dataset/genres/blues/blues.00024.au
blues	../root/dataset/genres/blues/blues.00094.au
metal	../root/dataset/genres/metal/metal.00057.au
metal	../root/dataset/genres/metal/metal.00050.au
metal	../root/dataset/genres/metal/metal.00032.au
metal	../root/dataset/genres/metal/metal.00021.au
metal	../root/dataset/genres/metal/metal.00091.au
metal	../root/dataset/genres/metal/metal.00026.au
metal	../root/dataset/genres/metal/metal.00030.au
metal	../root/dataset/genres/metal/metal.00093.au
metal	../root/dataset/genres/metal/metal.00009.au
metal	../root/dataset/genres/metal/metal.00044.au
metal	../root/dataset/genres/metal/metal.00033.au
metal	../root/dataset/genres/metal/metal.00036.au
metal	../root/dataset/genres/metal/metal.00072.au
metal	../root/dataset/genres/metal/metal.00094.au
metal	../root/dataset/genres/metal/metal.00042.au
metal	../root/dataset/genres/metal/metal.00006.au
metal	../root/dataset/genres/metal/metal.00053.au
metal	../root/dataset/genres/metal/metal.00012.au
metal	../root/dataset/genres/metal/metal.00092.au
metal	../root/dataset/genres/metal/metal.00023.au
metal	../root/dataset/genres/metal/metal.00052.au
metal	../root/dataset/genres/metal/metal.00095.au
metal	../root/dataset/genres/metal/metal.00046.au
metal	../root/dataset/genres/metal/metal.00037.au
metal	../root/dataset/genres/metal/metal.00060.au
metal	../root/dataset/genres/metal/metal.00020.au
metal	../root/dataset/genres/metal/metal.00017.au
metal	../root/dataset/genres/metal/metal.00045.au
metal	../root/dataset/genres/metal/metal.00031.au
metal	../root/dataset/genres/metal/metal.00058.au
metal	../root/dataset/genres/metal/metal.00069.au
metal	../root/dataset/genres/metal/metal.00040.au
metal	../root/dataset/genres/metal/metal.00076.au
metal	../root/dataset/genres/metal/metal.00089.au
metal	../root/dataset/genres/metal/metal.00003.au
metal	../root/dataset/genres/metal/metal.00080.au
metal	../root/dataset/genres/metal/metal.00008.au
metal	../root/dataset/genres/metal/metal.00054.au
metal	../root/dataset/genres/metal/metal.00098.au
metal	../root/dataset/genres/metal/metal.00077.au
metal	../root/dataset/genres/metal/metal.00029.au
metal	../root/dataset/genres/metal/metal.00028.au
metal	../root/dataset/genres/metal/metal.00001.au
metal	../root/dataset/genres/metal/metal.00086.au
metal	../root/dataset/genres/metal/metal.00075.au
metal	../root/dataset/genres/metal/metal.00038.au
metal	../root/dataset/genres/metal/metal.00013.au
metal	../root/dataset/genres/metal/metal.00016.au
metal	../root/dataset/genres/metal/metal.00000.au
metal	../root/dataset/genres/metal/metal.00047.au
metal	../root/dataset/genres/metal/metal.00043.au
metal	../root/dataset/genres/metal/metal.00048.au
metal	../root/dataset/genres/metal/metal.00083.au
metal	../root/dataset/genres/metal/metal.00014.au
metal	../root/dataset/genres/metal/metal.00088.au
metal	../root/dataset/genres/metal/metal.00071.au
metal	../root/dataset/genres/metal/metal.00084.au
metal	../root/dataset/genres/metal/metal.00027.au
metal	../root/dataset/genres/metal/metal.00018.au
metal	../root/dataset/genres/metal/metal.00015.au
metal	../root/dataset/genres/metal/metal.00056.au
metal	../root/dataset/genres/metal/metal.00039.au
metal	../root/dataset/genres/metal/metal.00049.au
metal	../root/dataset/genres/metal/metal.00070.au
metal	../root/dataset/genres/metal/metal.00082.au
metal	../root/dataset/genres/metal/metal.00087.au
metal	../root/dataset/genres/metal/metal.00068.au
metal	../root/dataset/genres/metal/metal.00051.au
metal	../root/dataset/genres/metal/metal.00064.au
metal	../root/dataset/genres/metal/metal.00061.au
metal	../root/dataset/genres/metal/metal.00063.au
metal	../root/dataset/genres/metal/metal.00024.au
metal	../root/dataset/genres/metal/metal.00090.au
metal	../root/dataset/genres/metal/metal.00081.au
metal	../root/dataset/genres/metal/metal.00035.au
metal	../root/dataset/genres/metal/metal.00065.au
metal	../root/dataset/genres/metal/metal.00010.au
metal	../root/dataset/genres/metal/metal.00034.au
metal	../root/dataset/genres/metal/metal.00099.au
metal	../root/dataset/genres/metal/metal.00005.au
metal	../root/dataset/genres/metal/metal.00004.au
metal	../root/dataset/genres/metal/metal.00025.au
metal	../root/dataset/genres/metal/metal.00078.au
metal	../root/dataset/genres/metal/metal.00059.au
metal	../root/dataset/genres/metal/metal.00066.au
metal	../root/dataset/genres/metal/metal.00062.au
metal	../root/dataset/genres/metal/metal.00097.au
metal	../root/dataset/genres/metal/metal.00022.au
metal	../root/dataset/genres/metal/metal.00055.au
metal	../root/dataset/genres/metal/metal.00011.au
metal	../root/dataset/genres/metal/metal.00007.au
metal	../root/dataset/genres/metal/metal.00085.au
metal	../root/dataset/genres/metal/metal.00096.au
metal	../root/dataset/genres/metal/metal.00079.au
metal	../root/dataset/genres/metal/metal.00073.au
metal	../root/dataset/genres/metal/metal.00074.au
metal	../root/dataset/genres/metal/metal.00041.au
metal	../root/dataset/genres/metal/metal.00002.au
metal	../root/dataset/genres/metal/metal.00019.au
metal	../root/dataset/genres/metal/metal.00067.au
hiphop	../root/dataset/genres/hiphop/hiphop.00079.au
hiphop	../root/dataset/genres/hiphop/hiphop.00059.au
hiphop	../root/dataset/genres/hiphop/hiphop.00055.au
hiphop	../root/dataset/genres/hiphop/hiphop.00088.au
hiphop	../root/dataset/genres/hiphop/hiphop.00050.au
hiphop	../root/dataset/genres/hiphop/hiphop.00008.au
hiphop	../root/dataset/genres/hiphop/hiphop.00089.au
hiphop	../root/dataset/genres/hiphop/hiphop.00009.au
hiphop	../root/dataset/genres/hiphop/hiphop.00087.au
hiphop	../root/dataset/genres/hiphop/hiphop.00092.au
hiphop	../root/dataset/genres/hiphop/hiphop.00038.au
hiphop	../root/dataset/genres/hiphop/hiphop.00065.au
hiphop	../root/dataset/genres/hiphop/hiphop.00047.au
hiphop	../root/dataset/genres/hiphop/hiphop.00030.au
hiphop	../root/dataset/genres/hiphop/hiphop.00077.au
hiphop	../root/dataset/genres/hiphop/hiphop.00000.au
hiphop	../root/dataset/genres/hiphop/hiphop.00048.au
hiphop	../root/dataset/genres/hiphop/hiphop.00070.au
hiphop	../root/dataset/genres/hiphop/hiphop.00096.au
hiphop	../root/dataset/genres/hiphop/hiphop.00051.au
hiphop	../root/dataset/genres/hiphop/hiphop.00066.au
hiphop	../root/dataset/genres/hiphop/hiphop.00014.au
hiphop	../root/dataset/genres/hiphop/hiphop.00093.au
hiphop	../root/dataset/genres/hiphop/hiphop.00086.au
hiphop	../root/dataset/genres/hiphop/hiphop.00004.au
hiphop	../root/dataset/genres/hiphop/hiphop.00022.au
hiphop	../root/dataset/genres/hiphop/hiphop.00075.au
hiphop	../root/dataset/genres/hiphop/hiphop.00082.au
hiphop	../root/dataset/genres/hiphop/hiphop.00044.au
hiphop	../root/dataset/genres/hiphop/hiphop.00052.au
hiphop	../root/dataset/genres/hiphop/hiphop.00041.au
hiphop	../root/dataset/genres/hiphop/hiphop.00005.au
hiphop	../root/dataset/genres/hiphop/hiphop.00035.au
hiphop	../root/dataset/genres/hiphop/hiphop.00029.au
hiphop	../root/dataset/genres/hiphop/hiphop.00083.au
hiphop	../root/dataset/genres/hiphop/hiphop.00006.au
hiphop	../root/dataset/genres/hiphop/hiphop.00078.au
hiphop	../root/dataset/genres/hiphop/hiphop.00023.au
hiphop	../root/dataset/genres/hiphop/hiphop.00027.au
hiphop	../root/dataset/genres/hiphop/hiphop.00036.au
hiphop	../root/dataset/genres/hiphop/hiphop.00034.au
hiphop	../root/dataset/genres/hiphop/hiphop.00017.au
hiphop	../root/dataset/genres/hiphop/hiphop.00072.au
hiphop	../root/dataset/genres/hiphop/hiphop.00091.au
hiphop	../root/dataset/genres/hiphop/hiphop.00015.au
hiphop	../root/dataset/genres/hiphop/hiphop.00011.au
hiphop	../root/dataset/genres/hiphop/hiphop.00056.au
hiphop	../root/dataset/genres/hiphop/hiphop.00060.au
hiphop	../root/dataset/genres/hiphop/hiphop.00085.au
hiphop	../root/dataset/genres/hiphop/hiphop.00046.au
hiphop	../root/dataset/genres/hiphop/hiphop.00007.au
hiphop	../root/dataset/genres/hiphop/hiphop.00039.au
hiphop	../root/dataset/genres/hiphop/hiphop.00040.au
hiphop	../root/dataset/genres/hiphop/hiphop.00018.au
hiphop	../root/dataset/genres/hiphop/hiphop.00090.au
hiphop	../root/dataset/genres/hiphop/hiphop.00031.au
hiphop	../root/dataset/genres/hiphop/hiphop.00049.au
hiphop	../root/dataset/genres/hiphop/hiphop.00069.au
hiphop	../root/dataset/genres/hiphop/hiphop.00012.au
hiphop	../root/dataset/genres/hiphop/hiphop.00003.au
hiphop	../root/dataset/genres/hiphop/hiphop.00054.au
hiphop	../root/dataset/genres/hiphop/hiphop.00053.au
hiphop	../root/dataset/genres/hiphop/hiphop.00037.au
hiphop	../root/dataset/genres/hiphop/hiphop.00042.au
hiphop	../root/dataset/genres/hiphop/hiphop.00081.au
hiphop	../root/dataset/genres/hiphop/hiphop.00002.au
hiphop	../root/dataset/genres/hiphop/hiphop.00062.au
hiphop	../root/dataset/genres/hiphop/hiphop.00001.au
hiphop	../root/dataset/genres/hiphop/hiphop.00074.au
hiphop	../root/dataset/genres/hiphop/hiphop.00025.au
hiphop	../root/dataset/genres/hiphop/hiphop.00076.au
hiphop	../root/dataset/genres/hiphop/hiphop.00057.au
hiphop	../root/dataset/genres/hiphop/hiphop.00097.au
hiphop	../root/dataset/genres/hiphop/hiphop.00028.au
hiphop	../root/dataset/genres/hiphop/hiphop.00099.au
hiphop	../root/dataset/genres/hiphop/hiphop.00061.au
hiphop	../root/dataset/genres/hiphop/hiphop.00033.au
hiphop	../root/dataset/genres/hiphop/hiphop.00073.au
hiphop	../root/dataset/genres/hiphop/hiphop.00016.au
hiphop	../root/dataset/genres/hiphop/hiphop.00098.au
hiphop	../root/dataset/genres/hiphop/hiphop.00043.au
hiphop	../root/dataset/genres/hiphop/hiphop.00013.au
hiphop	../root/dataset/genres/hiphop/hiphop.00021.au
hiphop	../root/dataset/genres/hiphop/hiphop.00080.au
hiphop	../root/dataset/genres/hiphop/hiphop.00019.au
hiphop	../root/dataset/genres/hiphop/hiphop.00084.au
hiphop	../root/dataset/genres/hiphop/hiphop.00071.au
hiphop	../root/dataset/genres/hiphop/hiphop.00064.au
hiphop	../root/dataset/genres/hiphop/hiphop.00094.au
hiphop	../root/dataset/genres/hiphop/hiphop.00026.au
hiphop	../root/dataset/genres/hiphop/hiphop.00024.au
hiphop	../root/dataset/genres/hiphop/hiphop.00058.au
hiphop	../root/dataset/genres/hiphop/hiphop.00010.au
hiphop	../root/dataset/genres/hiphop/hiphop.00067.au
hiphop	../root/dataset/genres/hiphop/hiphop.00095.au
hiphop	../root/dataset/genres/hiphop/hiphop.00045.au
hiphop	../root/dataset/genres/hiphop/hiphop.00068.au
hiphop	../root/dataset/genres/hiphop/hiphop.00032.au
hiphop	../root/dataset/genres/hiphop/hiphop.00020.au
hiphop	../root/dataset/genres/hiphop/hiphop.00063.au
reggae	../root/dataset/genres/reggae/reggae.00089.au
reggae	../root/dataset/genres/reggae/reggae.00058.au
reggae	../root/dataset/genres/reggae/reggae.00068.au
reggae	../root/dataset/genres/reggae/reggae.00095.au
reggae	../root/dataset/genres/reggae/reggae.00030.au
reggae	../root/dataset/genres/reggae/reggae.00085.au
reggae	../root/dataset/genres/reggae/reggae.00079.au
reggae	../root/dataset/genres/reggae/reggae.00005.au
reggae	../root/dataset/genres/reggae/reggae.00044.au
reggae	../root/dataset/genres/reggae/reggae.00002.au
reggae	../root/dataset/genres/reggae/reggae.00078.au
reggae	../root/dataset/genres/reggae/reggae.00013.au
reggae	../root/dataset/genres/reggae/reggae.00082.au
reggae	../root/dataset/genres/reggae/reggae.00094.au
reggae	../root/dataset/genres/reggae/reggae.00021.au
reggae	../root/dataset/genres/reggae/reggae.00011.au
reggae	../root/dataset/genres/reggae/reggae.00096.au
reggae	../root/dataset/genres/reggae/reggae.00066.au
reggae	../root/dataset/genres/reggae/reggae.00016.au
reggae	../root/dataset/genres/reggae/reggae.00010.au
reggae	../root/dataset/genres/reggae/reggae.00017.au
reggae	../root/dataset/genres/reggae/reggae.00019.au
reggae	../root/dataset/genres/reggae/reggae.00061.au
reggae	../root/dataset/genres/reggae/reggae.00000.au
reggae	../root/dataset/genres/reggae/reggae.00083.au
reggae	../root/dataset/genres/reggae/reggae.00031.au
reggae	../root/dataset/genres/reggae/reggae.00042.au
reggae	../root/dataset/genres/reggae/reggae.00090.au
reggae	../root/dataset/genres/reggae/reggae.00001.au
reggae	../root/dataset/genres/reggae/reggae.00052.au
reggae	../root/dataset/genres/reggae/reggae.00036.au
reggae	../root/dataset/genres/reggae/reggae.00032.au
reggae	../root/dataset/genres/reggae/reggae.00055.au
reggae	../root/dataset/genres/reggae/reggae.00006.au
reggae	../root/dataset/genres/reggae/reggae.00069.au
reggae	../root/dataset/genres/reggae/reggae.00075.au
reggae	../root/dataset/genres/reggae/reggae.00004.au
reggae	../root/dataset/genres/reggae/reggae.00076.au
reggae	../root/dataset/genres/reggae/reggae.00045.au
reggae	../root/dataset/genres/reggae/reggae.00025.au
reggae	../root/dataset/genres/reggae/reggae.00049.au
reggae	../root/dataset/genres/reggae/reggae.00054.au
reggae	../root/dataset/genres/reggae/reggae.00071.au
reggae	../root/dataset/genres/reggae/reggae.00060.au
reggae	../root/dataset/genres/reggae/reggae.00007.au
reggae	../root/dataset/genres/reggae/reggae.00034.au
reggae	../root/dataset/genres/reggae/reggae.00059.au
reggae	../root/dataset/genres/reggae/reggae.00039.au
reggae	../root/dataset/genres/reggae/reggae.00077.au
reggae	../root/dataset/genres/reggae/reggae.00046.au
reggae	../root/dataset/genres/reggae/reggae.00003.au
reggae	../root/dataset/genres/reggae/reggae.00047.au
reggae	../root/dataset/genres/reggae/reggae.00018.au
reggae	../root/dataset/genres/reggae/reggae.00051.au
reggae	../root/dataset/genres/reggae/reggae.00088.au
reggae	../root/dataset/genres/reggae/reggae.00048.au
reggae	../root/dataset/genres/reggae/reggae.00020.au
reggae	../root/dataset/genres/reggae/reggae.00022.au
reggae	../root/dataset/genres/reggae/reggae.00091.au
reggae	../root/dataset/genres/reggae/reggae.00070.au
reggae	../root/dataset/genres/reggae/reggae.00081.au
reggae	../root/dataset/genres/reggae/reggae.00026.au
reggae	../root/dataset/genres/reggae/reggae.00053.au
reggae	../root/dataset/genres/reggae/reggae.00093.au
reggae	../root/dataset/genres/reggae/reggae.00015.au
reggae	../root/dataset/genres/reggae/reggae.00065.au
reggae	../root/dataset/genres/reggae/reggae.00087.au
reggae	../root/dataset/genres/reggae/reggae.00057.au
reggae	../root/dataset/genres/reggae/reggae.00041.au
reggae	../root/dataset/genres/reggae/reggae.00014.au
reggae	../root/dataset/genres/reggae/reggae.00097.au
reggae	../root/dataset/genres/reggae/reggae.00086.au
reggae	../root/dataset/genres/reggae/reggae.00035.au
reggae	../root/dataset/genres/reggae/reggae.00027.au
reggae	../root/dataset/genres/reggae/reggae.00064.au
reggae	../root/dataset/genres/reggae/reggae.00056.au
reggae	../root/dataset/genres/reggae/reggae.00023.au
reggae	../root/dataset/genres/reggae/reggae.00040.au
reggae	../root/dataset/genres/reggae/reggae.00099.au
reggae	../root/dataset/genres/reggae/reggae.00063.au
reggae	../root/dataset/genres/reggae/reggae.00062.au
reggae	../root/dataset/genres/reggae/reggae.00012.au
reggae	../root/dataset/genres/reggae/reggae.00084.au
reggae	../root/dataset/genres/reggae/reggae.00033.au
reggae	../root/dataset/genres/reggae/reggae.00038.au
reggae	../root/dataset/genres/reggae/reggae.00098.au
reggae	../root/dataset/genres/reggae/reggae.00074.au
reggae	../root/dataset/genres/reggae/reggae.00028.au
reggae	../root/dataset/genres/reggae/reggae.00029.au
reggae	../root/dataset/genres/reggae/reggae.00008.au
reggae	../root/dataset/genres/reggae/reggae.00037.au
reggae	../root/dataset/genres/reggae/reggae.00073.au
reggae	../root/dataset/genres/reggae/reggae.00072.au
reggae	../root/dataset/genres/reggae/reggae.00009.au
reggae	../root/dataset/genres/reggae/reggae.00050.au
reggae	../root/dataset/genres/reggae/reggae.00080.au
reggae	../root/dataset/genres/reggae/reggae.00067.au
reggae	../root/dataset/genres/reggae/reggae.00043.au
reggae	../root/dataset/genres/reggae/reggae.00024.au
reggae	../root/dataset/genres/reggae/reggae.00092.au
